Tx,Ty,Tn,Ti,Nx,Ny,Ni,Nn,Kx,Ky,time_ms
16,16,32,16,112,28,128,128,3,3,5.543000
16,16,32,16,112,28,256,256,3,3,21.168000
16,16,32,16,56,224,64,64,3,3,5.317000
16,16,32,16,56,224,128,128,3,3,20.596000
16,16,32,16,56,224,256,256,3,3,75.842000
16,16,32,16,56,112,64,64,3,3,2.754000
16,16,32,16,56,112,128,128,3,3,10.625000
16,16,32,16,56,112,256,256,3,3,39.882000
16,16,32,16,56,56,64,64,3,3,1.468000
16,16,32,16,56,56,128,128,3,3,5.553000
16,16,32,16,56,56,256,256,3,3,21.252000
16,16,32,16,56,28,64,64,3,3,0.895000
16,16,32,16,56,28,128,128,3,3,3.080000
16,16,32,16,56,28,256,256,3,3,11.148000
16,16,32,16,28,224,64,64,3,3,2.780000
16,16,32,16,28,224,128,128,3,3,10.556000
16,16,32,16,28,224,256,256,3,3,39.493000
16,16,32,16,28,112,64,64,3,3,1.453000
16,16,32,16,28,112,128,128,3,3,5.544000
16,16,32,16,28,112,256,256,3,3,21.018000
16,16,32,16,28,56,64,64,3,3,0.935000
16,16,32,16,28,56,128,128,3,3,2.893000
16,16,32,16,28,56,256,256,3,3,11.110000
16,16,32,16,28,28,64,64,3,3,0.552000
16,16,32,16,28,28,128,128,3,3,1.834000
16,16,32,16,28,28,256,256,3,3,6.105000
32,32,8,8,224,224,64,64,3,3,20.220000
32,32,8,8,224,224,128,128,3,3,74.711000
32,32,8,8,224,224,256,256,3,3,297.351000
32,32,8,8,224,112,64,64,3,3,10.218000
32,32,8,8,224,112,128,128,3,3,38.748000
32,32,8,8,224,112,256,256,3,3,151.103000
32,32,8,8,224,56,64,64,3,3,5.167000
32,32,8,8,224,56,128,128,3,3,20.377000
32,32,8,8,224,56,256,256,3,3,75.037000
32,32,8,8,224,28,64,64,3,3,2.729000
32,32,8,8,224,28,128,128,3,3,10.413000
32,32,8,8,224,28,256,256,3,3,39.765000
32,32,8,8,112,224,64,64,3,3,10.064000
32,32,8,8,112,224,128,128,3,3,38.912000
32,32,8,8,112,224,256,256,3,3,149.320000
32,32,8,8,112,112,64,64,3,3,5.152000
32,32,8,8,112,112,128,128,3,3,20.098000
32,32,8,8,112,112,256,256,3,3,76.817000
32,32,8,8,112,56,64,64,3,3,2.615000
32,32,8,8,112,56,128,128,3,3,10.097000
32,32,8,8,112,56,256,256,3,3,39.744000
32,32,8,8,112,28,64,64,3,3,1.444000
32,32,8,8,112,28,128,128,3,3,5.555000
32,32,8,8,112,28,256,256,3,3,21.254000
32,32,8,8,56,224,64,64,3,3,5.329000
32,32,8,8,56,224,128,128,3,3,20.643000
32,32,8,8,56,224,256,256,3,3,74.251000
32,32,8,8,56,112,64,64,3,3,2.748000
32,32,8,8,56,112,128,128,3,3,10.617000
32,32,8,8,56,112,256,256,3,3,39.929000
32,32,8,8,56,56,64,64,3,3,1.460000
32,32,8,8,56,56,128,128,3,3,5.535000
32,32,8,8,56,56,256,256,3,3,21.283000
32,32,8,8,56,28,64,64,3,3,0.842000
32,32,8,8,56,28,128,128,3,3,3.104000
32,32,8,8,56,28,256,256,3,3,10.875000
32,32,8,8,28,224,64,64,3,3,2.790000
32,32,8,8,28,224,128,128,3,3,10.570000
32,32,8,8,28,224,256,256,3,3,39.716000
32,32,8,8,28,112,64,64,3,3,1.457000
32,32,8,8,28,112,128,128,3,3,5.542000
32,32,8,8,28,112,256,256,3,3,21.096000
32,32,8,8,28,56,64,64,3,3,0.934000
32,32,8,8,28,56,128,128,3,3,2.913000
32,32,8,8,28,56,256,256,3,3,11.068000
32,32,8,8,28,28,64,64,3,3,0.555000
32,32,8,8,28,28,128,128,3,3,1.835000
32,32,8,8,28,28,256,256,3,3,6.062000
32,32,8,16,224,224,64,64,3,3,20.172000
32,32,8,16,224,224,128,128,3,3,74.517000
32,32,8,16,224,224,256,256,3,3,293.689000
32,32,8,16,224,112,64,64,3,3,10.204000
32,32,8,16,224,112,128,128,3,3,37.022000
32,32,8,16,224,112,256,256,3,3,149.542000
32,32,8,16,224,56,64,64,3,3,5.155000
32,32,8,16,224,56,128,128,3,3,20.343000
32,32,8,16,224,56,256,256,3,3,74.702000
32,32,8,16,224,28,64,64,3,3,2.731000
32,32,8,16,224,28,128,128,3,3,10.291000
32,32,8,16,224,28,256,256,3,3,37.836000
32,32,8,16,112,224,64,64,3,3,10.076000
32,32,8,16,112,224,128,128,3,3,38.838000
32,32,8,16,112,224,256,256,3,3,149.087000
32,32,8,16,112,112,64,64,3,3,5.159000
32,32,8,16,112,112,128,128,3,3,19.176000
32,32,8,16,112,112,256,256,3,3,74.693000
32,32,8,16,112,56,64,64,3,3,2.609000
32,32,8,16,112,56,128,128,3,3,10.059000
32,32,8,16,112,56,256,256,3,3,39.601000
32,32,8,16,112,28,64,64,3,3,1.444000
32,32,8,16,112,28,128,128,3,3,5.507000
32,32,8,16,112,28,256,256,3,3,19.817000
32,32,8,16,56,224,64,64,3,3,5.309000
32,32,8,16,56,224,128,128,3,3,20.579000
32,32,8,16,56,224,256,256,3,3,74.143000
32,32,8,16,56,112,64,64,3,3,2.745000
32,32,8,16,56,112,128,128,3,3,10.388000
32,32,8,16,56,112,256,256,3,3,39.710000
32,32,8,16,56,56,64,64,3,3,1.471000
32,32,8,16,56,56,128,128,3,3,5.536000
32,32,8,16,56,56,256,256,3,3,19.907000
32,32,8,16,56,28,64,64,3,3,0.906000
32,32,8,16,56,28,128,128,3,3,3.107000
32,32,8,16,56,28,256,256,3,3,11.164000
32,32,8,16,28,224,64,64,3,3,2.760000
32,32,8,16,28,224,128,128,3,3,10.340000
32,32,8,16,28,224,256,256,3,3,39.601000
32,32,8,16,28,112,64,64,3,3,1.464000
32,32,8,16,28,112,128,128,3,3,5.536000
32,32,8,16,28,112,256,256,3,3,21.107000
32,32,8,16,28,56,64,64,3,3,0.936000
32,32,8,16,28,56,128,128,3,3,2.934000
32,32,8,16,28,56,256,256,3,3,10.867000
32,32,8,16,28,28,64,64,3,3,0.552000
32,32,8,16,28,28,128,128,3,3,1.836000
32,32,8,16,28,28,256,256,3,3,6.046000
32,32,16,8,224,224,64,64,3,3,20.223000
32,32,16,8,224,224,128,128,3,3,74.021000
32,32,16,8,224,224,256,256,3,3,297.097000
32,32,16,8,224,112,64,64,3,3,10.134000
32,32,16,8,224,112,128,128,3,3,37.012000
32,32,16,8,224,112,256,256,3,3,151.405000
32,32,16,8,224,56,64,64,3,3,5.177000
32,32,16,8,224,56,128,128,3,3,19.410000
32,32,16,8,224,56,256,256,3,3,76.578000
32,32,16,8,224,28,64,64,3,3,2.733000
32,32,16,8,224,28,128,128,3,3,10.426000
32,32,16,8,224,28,256,256,3,3,39.771000
32,32,16,8,112,224,64,64,3,3,10.113000
32,32,16,8,112,224,128,128,3,3,38.939000
32,32,16,8,112,224,256,256,3,3,149.882000
32,32,16,8,112,112,64,64,3,3,5.151000
32,32,16,8,112,112,128,128,3,3,19.207000
32,32,16,8,112,112,256,256,3,3,76.781000
32,32,16,8,112,56,64,64,3,3,2.614000
32,32,16,8,112,56,128,128,3,3,10.082000
32,32,16,8,112,56,256,256,3,3,39.671000
32,32,16,8,112,28,64,64,3,3,1.442000
32,32,16,8,112,28,128,128,3,3,5.560000
32,32,16,8,112,28,256,256,3,3,21.184000
32,32,16,8,56,224,64,64,3,3,5.326000
32,32,16,8,56,224,128,128,3,3,20.624000
32,32,16,8,56,224,256,256,3,3,74.337000
32,32,16,8,56,112,64,64,3,3,2.760000
32,32,16,8,56,112,128,128,3,3,10.484000
32,32,16,8,56,112,256,256,3,3,38.004000
32,32,16,8,56,56,64,64,3,3,1.483000
32,32,16,8,56,56,128,128,3,3,5.483000
32,32,16,8,56,56,256,256,3,3,19.956000
32,32,16,8,56,28,64,64,3,3,0.860000
32,32,16,8,56,28,128,128,3,3,3.106000
32,32,16,8,56,28,256,256,3,3,11.051000
32,32,16,8,28,224,64,64,3,3,2.785000
32,32,16,8,28,224,128,128,3,3,10.299000
32,32,16,8,28,224,256,256,3,3,37.963000
32,32,16,8,28,112,64,64,3,3,1.471000
32,32,16,8,28,112,128,128,3,3,5.547000
32,32,16,8,28,112,256,256,3,3,21.106000
32,32,16,8,28,56,64,64,3,3,0.936000
32,32,16,8,28,56,128,128,3,3,2.909000
32,32,16,8,28,56,256,256,3,3,10.818000
32,32,16,8,28,28,64,64,3,3,0.555000
32,32,16,8,28,28,128,128,3,3,1.838000
32,32,16,8,28,28,256,256,3,3,6.071000
32,32,16,16,224,224,64,64,3,3,18.964000
32,32,16,16,224,224,128,128,3,3,72.568000
32,32,16,16,224,224,256,256,3,3,293.967000
32,32,16,16,224,112,64,64,3,3,10.085000
32,32,16,16,224,112,128,128,3,3,37.028000
32,32,16,16,224,112,256,256,3,3,149.511000
32,32,16,16,224,56,64,64,3,3,5.162000
32,32,16,16,224,56,128,128,3,3,20.401000
32,32,16,16,224,56,256,256,3,3,74.719000
32,32,16,16,224,28,64,64,3,3,2.725000
32,32,16,16,224,28,128,128,3,3,10.432000
32,32,16,16,224,28,256,256,3,3,37.762000
32,32,16,16,112,224,64,64,3,3,10.120000
32,32,16,16,112,224,128,128,3,3,37.043000
32,32,16,16,112,224,256,256,3,3,148.969000
32,32,16,16,112,112,64,64,3,3,5.161000
32,32,16,16,112,112,128,128,3,3,19.147000
32,32,16,16,112,112,256,256,3,3,75.042000
32,32,16,16,112,56,64,64,3,3,2.611000
32,32,16,16,112,56,128,128,3,3,10.205000
32,32,16,16,112,56,256,256,3,3,37.937000
32,32,16,16,112,28,64,64,3,3,1.443000
32,32,16,16,112,28,128,128,3,3,5.506000
32,32,16,16,112,28,256,256,3,3,19.857000
32,32,16,16,56,224,64,64,3,3,5.314000
32,32,16,16,56,224,128,128,3,3,19.360000
32,32,16,16,56,224,256,256,3,3,76.124000
32,32,16,16,56,112,64,64,3,3,2.752000
32,32,16,16,56,112,128,128,3,3,10.623000
32,32,16,16,56,112,256,256,3,3,39.705000
32,32,16,16,56,56,64,64,3,3,1.463000
32,32,16,16,56,56,128,128,3,3,5.530000
32,32,16,16,56,56,256,256,3,3,20.841000
32,32,16,16,56,28,64,64,3,3,0.877000
32,32,16,16,56,28,128,128,3,3,3.098000
32,32,16,16,56,28,256,256,3,3,10.980000
32,32,16,16,28,224,64,64,3,3,2.763000
32,32,16,16,28,224,128,128,3,3,10.528000
32,32,16,16,28,224,256,256,3,3,38.046000
32,32,16,16,28,112,64,64,3,3,1.472000
32,32,16,16,28,112,128,128,3,3,5.509000
32,32,16,16,28,112,256,256,3,3,19.800000
32,32,16,16,28,56,64,64,3,3,0.934000
32,32,16,16,28,56,128,128,3,3,2.921000
32,32,16,16,28,56,256,256,3,3,10.782000
32,32,16,16,28,28,64,64,3,3,0.552000
32,32,16,16,28,28,128,128,3,3,1.830000
32,32,16,16,28,28,256,256,3,3,6.088000
32,32,32,8,224,224,64,64,3,3,20.218000
32,32,32,8,224,224,128,128,3,3,74.752000
32,32,32,8,224,224,256,256,3,3,297.384000
32,32,32,8,224,112,64,64,3,3,10.219000
32,32,32,8,224,112,128,128,3,3,38.702000
32,32,32,8,224,112,256,256,3,3,151.145000
32,32,32,8,224,56,64,64,3,3,5.168000
32,32,32,8,224,56,128,128,3,3,20.439000
32,32,32,8,224,56,256,256,3,3,76.563000
32,32,32,8,224,28,64,64,3,3,2.724000
32,32,32,8,224,28,128,128,3,3,10.528000
32,32,32,8,224,28,256,256,3,3,39.628000
32,32,32,8,112,224,64,64,3,3,10.261000
32,32,32,8,112,224,128,128,3,3,38.845000
32,32,32,8,112,224,256,256,3,3,150.218000
32,32,32,8,112,112,64,64,3,3,5.175000
32,32,32,8,112,112,128,128,3,3,19.213000
32,32,32,8,112,112,256,256,3,3,76.798000
32,32,32,8,112,56,64,64,3,3,2.612000
32,32,32,8,112,56,128,128,3,3,10.305000
32,32,32,8,112,56,256,256,3,3,39.814000
32,32,32,8,112,28,64,64,3,3,1.446000
32,32,32,8,112,28,128,128,3,3,5.499000
32,32,32,8,112,28,256,256,3,3,19.906000
32,32,32,8,56,224,64,64,3,3,5.332000
32,32,32,8,56,224,128,128,3,3,20.654000
32,32,32,8,56,224,256,256,3,3,76.254000
32,32,32,8,56,112,64,64,3,3,2.756000
32,32,32,8,56,112,128,128,3,3,10.393000
32,32,32,8,56,112,256,256,3,3,38.097000
32,32,32,8,56,56,64,64,3,3,1.465000
32,32,32,8,56,56,128,128,3,3,5.557000
32,32,32,8,56,56,256,256,3,3,19.997000
32,32,32,8,56,28,64,64,3,3,0.867000
32,32,32,8,56,28,128,128,3,3,3.111000
32,32,32,8,56,28,256,256,3,3,10.908000
32,32,32,8,28,224,64,64,3,3,2.775000
32,32,32,8,28,224,128,128,3,3,10.420000
32,32,32,8,28,224,256,256,3,3,39.794000
32,32,32,8,28,112,64,64,3,3,1.462000
32,32,32,8,28,112,128,128,3,3,5.547000
32,32,32,8,28,112,256,256,3,3,21.033000
32,32,32,8,28,56,64,64,3,3,0.936000
32,32,32,8,28,56,128,128,3,3,2.922000
32,32,32,8,28,56,256,256,3,3,10.818000
32,32,32,8,28,28,64,64,3,3,0.551000
32,32,32,8,28,28,128,128,3,3,1.837000
32,32,32,8,28,28,256,256,3,3,6.078000
32,32,32,16,224,224,64,64,3,3,20.199000
32,32,32,16,224,224,128,128,3,3,74.694000
32,32,32,16,224,224,256,256,3,3,293.877000
32,32,32,16,224,112,64,64,3,3,10.005000
32,32,32,16,224,112,128,128,3,3,36.984000
32,32,32,16,224,112,256,256,3,3,148.395000
32,32,32,16,224,56,64,64,3,3,5.162000
32,32,32,16,224,56,128,128,3,3,19.523000
32,32,32,16,224,56,256,256,3,3,75.645000
32,32,32,16,224,28,64,64,3,3,2.729000
32,32,32,16,224,28,128,128,3,3,10.352000
32,32,32,16,224,28,256,256,3,3,37.827000
32,32,32,16,112,224,64,64,3,3,10.078000
32,32,32,16,112,224,128,128,3,3,37.066000
32,32,32,16,112,224,256,256,3,3,147.912000
32,32,32,16,112,112,64,64,3,3,5.160000
32,32,32,16,112,112,128,128,3,3,19.214000
32,32,32,16,112,112,256,256,3,3,74.785000
32,32,32,16,112,56,64,64,3,3,2.608000
32,32,32,16,112,56,128,128,3,3,10.085000
32,32,32,16,112,56,256,256,3,3,39.793000
32,32,32,16,112,28,64,64,3,3,1.443000
32,32,32,16,112,28,128,128,3,3,5.470000
32,32,32,16,112,28,256,256,3,3,19.836000
32,32,32,16,56,224,64,64,3,3,5.303000
32,32,32,16,56,224,128,128,3,3,20.592000
32,32,32,16,56,224,256,256,3,3,74.146000
32,32,32,16,56,112,64,64,3,3,2.758000
32,32,32,16,56,112,128,128,3,3,10.605000
32,32,32,16,56,112,256,256,3,3,39.732000
32,32,32,16,56,56,64,64,3,3,1.456000
32,32,32,16,56,56,128,128,3,3,5.538000
32,32,32,16,56,56,256,256,3,3,21.234000
32,32,32,16,56,28,64,64,3,3,0.876000
32,32,32,16,56,28,128,128,3,3,3.078000
32,32,32,16,56,28,256,256,3,3,10.868000
32,32,32,16,28,224,64,64,3,3,2.781000
32,32,32,16,28,224,128,128,3,3,10.457000
32,32,32,16,28,224,256,256,3,3,37.891000
32,32,32,16,28,112,64,64,3,3,1.454000
32,32,32,16,28,112,128,128,3,3,5.507000
32,32,32,16,28,112,256,256,3,3,20.151000
32,32,32,16,28,56,64,64,3,3,0.940000
32,32,32,16,28,56,128,128,3,3,2.885000
32,32,32,16,28,56,256,256,3,3,10.998000
32,32,32,16,28,28,64,64,3,3,0.552000
32,32,32,16,28,28,128,128,3,3,1.832000
32,32,32,16,28,28,256,256,3,3,6.034000
